Index,processed_text
9999,news report bjp west bengal
10000,statement smt sushma swaraj lok sabha indian strand iraq crisis date . repeat userbjp4india bjp
10001,new blog pm modi appeal youth visit india north east hashtag narendra modi video hashtag
10002,post new photo facebook
10003,hashtag clean india green india hashtag goi calendar number launch shri arun jaitley .
10004,", bjp amit shah eye southern territory come riot hashtag eye sauron hashtag"
10005,hashtag house chaos hashtag bjp get pay back coin ! r shed tear ? entire session get chaosed bjp ?
10006,"bjp membership status today . e . date . total member number , number maharashtra number , number call number number number"
10007,bjp membership programe shri userkhengarsinhzala
10008,bjp say judge u number month basis whereas aap say judge u number day work trust decide userarvindkejriwal
10009,"day day situation delhi improve userarvindkejriwal n aap . bjp think modi win assembly easily , possible ."
10010,hashtag bjp scam begin hashtag take action reliance jio w . r . cag report parshanth bhusan pil sc
10011,venkaiah naidu pakistan handover hafiz saeed dawood ibrahim fight terrorist bjp andhra pradesh . repeat
10012,userkapilchange bjp jansabha karawal nagar . repeat vishal jansabha mind happy
10013,hashtag asaram hashtag hashtag diversity hashtag hashtag rt hashtag unique encyclopedia site asks bjp modi right man lead india
10014,survey aap score high count bjp set form govt delhi ! repeat kya bjp hai wink
10015,member support relationship drive medavakkam woman participate large number . plan national president visit
10016,eagerly wait national prez amithjis visit inspect stage arrangement venue ground
10017,"bjp hey arnab know today ? arnab know ill shout , bjp worry . , ! hashtag bjp scam begin hashtag"
10018,follow meeting kanchi dt venue ground arrangement make real national prez amithjis visit
10019,wonder congress bjp minister eager raise reliance gas price ? hashtag bjp scam begin hashtag copy
10020,percent say aap need another chance . percent say aap best number day . percent choose kejriwal cm delhi . userindiatoday survey . still bjp win ?
10021,join bjp
10022,happy weeknd number
10023,brave iraqi woman choose death hashtag islamic state hashtag sex slavery . hashtag war woman hashtag
10024,j k voter trust modi vote bjp give full majority bjp jai hind
10025,"bjp leader attack flushedface ravinder raina admit hospital naushera , hashtag jammu hashtag hashtag kashmir hashtag usernarendramodi"
10026,opinion ? userrssorg userrssindreshkumar userbjp4india userswamy39 useramitshahoffice usererarunjain uservinay1011 hashtag tmc hashtag
10027,"great initiative usergopal4bihar build bjp base , others follow useretvbiharjhar userhttweets useruk4bihar userbiharetv"
10028,ask railway authority take strict action contractor n get crossing road construct
10029,visit pansra railway cross road ynr . strange could find newly construct road railway authority .
10030,southindia responds overwhelming love nationalist spirit bjp . userbjp4india userbjpsamvad userbjpkarnataka
10031,"gm , friends ! hashtag sad yata maha abhiyan hashtag meet review telangana progress hyderabad userbjp4india userbjpkarnataka"
10032,bjp lawmaker catch threaten doctor shameful act happen countrywide
10033,bjp may ditch ally chandrababu naidu hashtag poetic justice hashtag hashtag modi masterstroke hashtag
10034,hashtag abusive neta hashtag use dirty language bjpcong culture . repeat
10035,"watch mla anil sharma date timing number , number pm , number pm , number pm"
10036,miss ?
10037,rt userdawncom bjp unlikely form hashtag jammu kashmir hashtag govt hashtag india hashtag
10038,bjp afraid delhi ?
10039,"number , percent education budget remain unspent . time ask bjp answer ? hashtag education dialogue hashtag"
10040,bjp hashtag rt hashtag hashtag rss hashtag empower encyclopedia site dint hindu get hashtag equal right hashtag hindurevolution
10041,dear friend site really great ! gain number new follower happy
10042,"historic voter turnout jammu kashmir , jharkhand record percent voter turnout , high turnout ever . unprecedented !"
10043,"delhi nasik , topic dinner discussion modi autocratic style function . bjp supporter r happy ."
10044,dear friend site really great ! gain number new follower happy
10045,bjp face change bit past number year hashtag aap hashtag . aap must politics win delhi . repeat
10046,"bjp sweet talk never walk talk win , cut rope . obvious aap hope"
10047,"textile undertaking law amendment validation bill , number shri suresh channabasappa ang . repeat userbjp4india bjp"
10048,"textile undertaking law amendment validation bill , number shri yogi aditya nath number . repeat userbjp4india bjp"
10049,people nothing time . people time work make time .
10050,userswamy39 join bjp sabotage within ? create trouble attention starve ignore ?
10051,padayatre water usertulasimuniraju userbjym userbjymkarnataka userbjpkarnataka userrammadhavbjp useramitshahoffice
10052,karnataka state govt forcefully stop userbjymkarnataka padayatre lead usertulasimuniraju userbjpkarnataka . democ
10053,membership camp date renukoot obra v userkaruneshupbjp usershaileshkpandey userbjpforup userbjpkashiitcell usersanjeevbjp
10054,membership drive program sw nagpur constituency maharashtra cm userdevfadnavis . also release cell leaflet .
10055,bjp ne fundit karne ko kaha tha lekin police ki lathi se dandit kar diya acid attack victim well day come
10056,"meet bjp damaad , jayesh patel son law gujarat cm rt userthefwac wink"
10057,mt userchemburstudio paint namo bjp cabinet meet . repeat number rajasthan miniature wink
10058,"rt userhttweets hashtag video hashtag bjp leader , aide catch camera thrash pvt company staff userimkv"
10059,"boost bjp tn , ex union minister napolean join party"
10060,wonder userarunjaitley answer generation bjp kill insurance bill several time last decade
10061,hashtag ap hashtag number youth join bjp vijayawada . bjp leader want strengthhen rank file party state usernewindianxpress
10062,userbdutt try prove ? usergoldenpeak24 userbjpsamvadwb userasmbjp usershanknaad
10063,due developmental work carry hashtag modi government hashtag bjp become threat hashtag wethepeople hashtag usersambitswaraj
10064,bjp must reveal secret deal godse bust installation delhi city sad
10065,hashtag must watch hashtag frontal organisation hashtag delhi hashtag bjp join aap hashtag muffler man hashtag hashtag 5 saal kejriwal hashtag hashtag aap4 delhi hashtag
10066,hashtag kejriwal teach hashtag copying guarantee 2 success . hope bjp understand useraapgladiator userkumarshashwat97
10067,"hashtag kejriwal teach hashtag bjp people dream success , useraamaadmiparty stay awake achieve userkapsology userikumar7 aap"
10068,bjp must win state assembly poll
10069,"hashtag bjp hashtag , rss leader meet discuss religious conversion"
10070,"hashtag stage hashtag set count jharkhand bjp , jmm hopeful majority"
10071,"hashtag kejriwal teach hashtag join bjp , modi reduces gas price ."
10072,j k verdict tomorrow ! awaited ! hop bjp victory bjp hashtag dec23 arnab hashtag
10073,wrong . repeat bjp integral part rss . repeat hashtag banta dal hashtag
10074,honor one number state receiver 7 season ! bjp
10075,hashtag pay medium hashtag hashtag shame hashtag number civilization number book site ask bjp modi liable number riot
10076,"hashtag secular hashtag india vote u , stay bhawani singh rajawat , bjp mla rajasthan . kick !"
10077,hashtag kejriwal teach hashtag give clean chit favourite criminal internal inquiry drama
10078,hashtag hire hashtag sr application analyst java click job detail
10079,"karnataka celebrate tipu sultan birthday , bjp protest hashtag hindu hashtag hashtag india hashtag"
10080,"parliament disrupt , bill catch conversion logjam hashtag conversion hashtag"
10081,hashtag modi magic hashtag pm usernarendramodi best thing happen india . useramitshahoffice best thing happen bjp .
10082,hashtag modi magic hashtag bjp must win every state election number
10083,hashtag pay medium hashtag hashtag p45 hashtag empower site asks hashtag indian hashtag hashtag muslim hashtag vote modi bjp p
10084,also face bjp shame fool support encourage violence humanity hashtag pray assam hashtag hashtag assam hashtag hashtag nd fb hashtag
10085,please trend hashtag india assam hashtag folk userajayendar userashokepandit userctravibjp useralvakrc usersudeershetty userviggunayak
10086,"non jat cm rhetoric english msm , back dirty trick like non tribal cm , accuse bjp divide people"
10087,first time ever history bjp get number seat kashmir majority hashtag jark hand hashtag ! hashtag modi magic hashtag hashtag ache din karsh mir hashtag
10088,"final election result jammu kashmir jharkhand bjp enjoy top vote share , top gain seat state"
10089,"week twitter number new follower , number new unfollowers follow number people via"
10090,"responsibility bjp mp mlas focus development , good governance betterment people sothat hashtag modi magic hashtag sustain beyond number"
10091,bjp mla threaten voter india
10092,non political math pdp number congress number number bjp number nc number number others number majority number number bjp number pdp number number pdp number nc number number interesting grinningfacewithbigeyes
10093,mixed bag bjp
10094,"medium want express ? bjp get significant number state election bjp fail per , medium become maid ? hashtag verdict hashtag"
10095,"rabbit hat bjp hashtag happy year hashtag hashtag india back track hashtag hashtag india shin hashtag hashtag modify hashtag action , act . repeat"
10096,happy birthday ! userrekhagarwala userlovebirdbrodip userbjpbengal usersupriyobabul userravisaraogi userasmbjp userdesiigirrl userpragnik
10097,"happy birthday rohan hirani secretary , kutchh district youth b . j . p usernarendramodi useramitshahoffice useranandibenpatel"
10098,pandit malaviya ji congress number year number time congress president still take bjp govt hashtag bharat ratna hashtag
10099,great year ! thanks part .
10100,"question bjp give ticket congress leader , aap . repeat hashtag bad politics hashtag"
10101,ashish shelar bjp mla bandra come church mass coffee party . priest politely tell go away .
10102,bjp win two state j k
10103,shelarashish infomumbai poonammahajan send email address touch hashtag sitaram thak hashtag bjp
10104,shelarashish infomumbai poonammahajan devfadnavis kindly meet office 2 6 th pls hashtag sitaram thak hashtag bjp
10105,whoz incharge sleepingbbmp ? repeat pathetic usernarendramodi userctravibjp userananthkumarbjp userrajeevmp userbjpsamvad userastitvam userkiranshaw usermdpai05
10106,merry christmas . repeat santaclaus santaclaus santaclaus santaclaus santaclaus santaclaus santaclaus santaclaus santaclaus santaclaus christmastree christmastree christmastree christmastree christmastree christmastree christmastree christmastree christmastree christmastree
10107,"win everything , would side bjp , support aap fact compromise . repeat"
10108,shame bbmp usercmofkarnataka wakeup morng hv water clean . repeat talk govern ? repeat userctravibjp usermdpai05 userananthkumarbjp
10109,number candidate bjp kashmir valley number lose thier depost . repeat still want form govt ? repeat hashtag ak4 delhi hashtag
10110,wish happy birthday bharat ratna atal ji . human approach n quality detachment power distinguishes others bjp .
10111,bjp office n hashtag allahabad hashtag userbjplucknowbjp userbjp4india father hashtag shyama charan gupta hashtag hashtag mp allahabad hashtag usernarendramodi
10112,"bjp sadsyta abhiyan , paota , dr . phool chand binda , others"
10113,exactly nurture bjp . happy birthday atal ji ! repeat
10114,bjp danga guru leader today comment west bengal bjp meeting . bjp hatayo . bjp hatayo bharat bachyo .
10115,hope break tdp bjp alliance
10116,r sure nurture way usermrsgandhi exactly nurture bjp
10117,ram madhav reject news bjp leader meet nc leadership
10118,excitement people join bjp hashtag bjp youth bass hashtag work around every village gujarat usernarendramodi
10119,"bjp corruption , support bjp report corruption matter . repeat"
10120,"lately heartily congratulate dadu , bharat ratna , bjp ratna shri atalbihariji birthday userpmoindia uservishalppatel1 usernayakdeep"
10121,"political pandits r surprise see proactive hard stand bjp look commit make bjp lead govt j k , nc likely2 join govt"
10122,"hashtag pune hashtag ncp , bjp vie protect illegal bldgs"
10123,"congress nc ke pichhe , nc pdp ke pichhe , pdp bjp ke pichhe bjp independent ke pichhe . repeat much fun ! repeat hashtag j hashtag k"
10124,hashtag omar hashtag support bjp dy cm r cabinet berth combo offer ? read
10125,"bjp float awesome safety norm erect two pandals delhi india , news"
10126,passport process get simpler . renewal need police verification . appointment number day new passport .
10127,hashtag hashtag bulldoze regional party j k congress bjp
10128,"hashtag jammu hashtag kashmir governor call pdp , bjp parley government . repeat"
10129,"bjp , rss seek ban tamil novel , arrest author"
10130,"number number bjp new formula stop userarvindkejriwal , j . mukhi snds legal notice misuse pic project bjp cm candidate poster"
10131,"first time history , bjp state legislator congress across country"
10132,jammu kashmir cpi raise communal bogey bjp
10133,number 2 survey carry various news channel project mukhi bjp cm candidate . legal notice send
10134,help . repeat rt useribnlive bjp conspire demolish taj mahal azam khan
10135,bjp hold consultation important stakeholder jammu kashmir userrammadhavbjp
10136,"first time history , bjp state legislator congress across country"
10137,everyone include rss vhp mim ncp pdp ambani adani use bjp still bjp adopt technique congress use cbi hashtag bjp cbi nexus hashtag
10138,bjp use cbi political advantage . hashtag bjp cbi nexus hashtag
10139,bjp know best play victim genocide .
10140,always fun see fams . miss couple . see summer number . excite get back home 2 chi fashion love bjp
10141,see crowd . repeat send shiver bjp camp . crowd chatarpur rally today useraamaadmiparty userlambaalka
10142,"bjp leader stand farmer sucide shame nation , farmer annadata hashtag aap clean fund hashtag"
10143,". userarvindkejriwal r scar , b co make impression bjp den . today saw huge crowd chattarpur . tc"
10144,wish finance minister goi userarunjaitley happy birthday healthy life . userbjp4india userbjpahmedabad
10145,condition lay mufti sayeed bjp
10146,every time userarvindkejriwal expect act pre plan bjp end anti climax number himonly
10147,"delhi , throw stone , either hit dog userarvindkejriwal case promptly b blame upon bjp"
10148,membership campaign connought place new delhi presence hon . bjym president shri anurag singh thakur ji .
10149,wish finance minister government india shri userarunjaitley happy birthday healthy life . userbjp4india
10150,hashtag clean fund aap hashtag far good corrupt bjp congress party .
10151,"j k people snub congress , nc bjp , opines prof hari om"
10152,"userbjymgujarat join number , number member bjp number day vistarak yojna hashtag bjp youth bass hashtag userpradipsinhbjp"
10153,bjp master politics number per cent vote nitish
10154,bad turn bjp form government ?
10155,hashtag arvind kejriwal hashtag challenge bjp disclose source funding
10156,kind ! usertruthofgujarat bjp mp sanjay dhotre need pay attention towards farmer . let die .
10157,bjp mp sanjay dhotre need pay attention towards farmer . let die .
10158,dinesh goel belongs bjp mention website bjp . yesterday dinesh goels son attack userarvindkejriwal
10159,pr delhi bjp website dinesh goel rwa prabhari . new role ? forget ! son stone thrower .
10160,bjp death wish ! userdrkumarvishwas userrichsingh really shameless
10161,"anil roy bjym president krishna bhattacharya beat jorabagan area , konnagar tmc goon userbjprajnathsingh"
10162,"demanded arrest amir khan useryogrishiramdev disrespect shiva , support demand"
10163,dear bjp advani ji ka hashtag ghar wapsi hashtag karao . repeat
10164,someone explain money hot whiskey charge ? hashtag irish biz party hashtag hashtag lovin dublin hashtag
10165,break news bjp finally announce cm candidate delhi . repeat userdrkumarvishwas usernavendusingh useraartic02
10166,"see eye anil roy , eye swell open eye even , fate follow democracy ? usernarendramodi"
10167,hoarding bjp say end number family rule . bjp table talk number formation new govt tong
10168,event page youtube link
10169,number farmer vidarbha commit suicide number hour see statement bjp mp hashtag shame bjp hashtag
10170,event page youtube link share via mob app
10171,laugh loud happy show much scar bjp usernarendramodi userarvindkejriwal useraamaadmiparty hashtag 5 saal kejriwal hashtag
10172,bjp hashtag italian marine hashtag userun security council resolution userzafarahmad69 userdarthcoder2 userdudawant usersaurabhmoond userjohnkerry
10173,"modi wave continue , bjp achieves stupendous result election . repeat hashtag congress mukt bharat hashtag reality soon ! repeat"
10174,hashtag italian marine hashtag hashtag mar hashtag userun security council resolution bjp userupadhyayrahul55 userpunjabkesari userdramoly usersupremecourtfan
10175,hashtag italian marine hashtag hashtag mar hashtag userun security council resolution bjp useraapnm ok userdeepakps useradityakulkarni3 userskunjus useraartic02
10176,bjp hashtag italian marine hashtag hashtag mar hashtag userun security councilresolution usersimplecommonman userarunbnaik usereconomictimes userrevolutionaap
10177,enjoy spiritual rock eve new year satwik milan ! usernamo time usernarendramodiin useramitshahoffice
10178,"mr usernarendramodi userbjprajnathsingh useramitshahoffice userbjp4india day 1 st bjp power , every hashtag cow slaughter hashtag sin head"
10179,bjp hashtag italian marine hashtag hashtag mar hashtag userun security councilresolution hashtag kerala hashtag userstriscia usermilanotweet userbarackobama usersushmaswaraj
10180,"haider se problem , pk se problem , sach se problem , sex se problem , love marriage se pr , science se pr , nehru se pr , bjp hashtag big problem hashtag"
10181,bjp hashtag italian marine hashtag hashtag mar hashtag userun security council resolution userpmcronincnas userdarshanabaruah usersupremecourtfan userun usereu
10182,bjp hashtag italian marine hashtag userun security council resolution usernewyorktimes11 hashtag mar hashtag hashtag un hashtag usersilvioberlusco2 useruseucom hl hashtag dat tu hashtag
10183,bjp hashtag italian marine hashtag hashtag mar hashtag userun security council resolution usernewindianxpress hashtag chauhan hashtag usereucommission userindiatoday
10184,"number minute , number contradictory report medium pdp support bjp ."
10185,userraju17kv laugh loud happy show much scar bjp usernarendramodi userarvindkejriwal useraamaadmiparty hashtag 5 saal kejriwal hashtag
10186,. userrifatjawaid say truth bjp defeat userarvindkejriwal take help chanels result backhandindexpointingright hashtag kejriwal caste card hashtag
10187,"bjp say dey wl cum majority , bt pic 4 motinagar complete delhi say sumthng else , anthr sabha userarvindkejriwal"
10188,pic tell bjp use hashtag bark arnab hashtag target aap . hashtag abd nah hashtag
10189,"hashtag abd nah hashtag aap bcoz dear bjp , delhites forget treat u summer"
10190,list bjp pay journos bark bjp different breed bt usertimesnow breed number dangerous hashtag bark arnab hashtag
10191,useraqpk turn hashtag ttp hashtag terrorist hoard hashtag indian hashtag note . ? bjp islam ? ! repeat hashtag pakistan hashtag
10192,"rt swetasahaay cbi , bjp start number use next weapon . hashtag bark arnab hashtag ."
10193,hashtag bark arnab hashtag hashtag time hashtag bark bjp mp . repeat say farmer . repeat
10194,rt muntaziraapka hashtag bark arnab hashtag hashtag time hashtag bark bjp mp . repeat say farmer . repeat
10195,"cbi , bjp start number use next weapon . hashtag bark arnab hashtag ."
10196,1 st woman ip activist apolitical pro modi bigot bjp supporter bediji betray youth .
10197,hashtag bark arnab hashtag run bjp office get new year packet happy
10198,"bjp , rss , missionary etc ! epic ! usergodavar spend rest number watch goodness gracious ."
10199,bjp form number member core group delhi poll
10200,hashtag hell hashtag ? tomorrow someone ask lalqila userrssindreshkumar userswamy39 usererarunjain userepanchjanya
10201,wish happy new year number friend family twitter .
10202,bjym rally usernarendramodi ji number memorable picture share 3 1 st dec userpradipsinhbjp
10203,bless year ahead .
10204,bless year number ahead userpmoindia useramitshahoffice userctravibjp userupma23 userupadhyaysbjp usersharmakhemchand userjagdishmukhi
10205,amit shah case bjp question gandhi silence apology hashtag india tv hashtag
10206,userpalramji criminal ! one convict yet free ! free yet worthy conviction !
10207,mossad raw cia conspiracy . userrahulroushan anti terror mock drill pakistan . pak government also bjp lead
10208,"wish userbjpsamvadwb family member , happy prosperous year ahead . userravisaraogi useranujdhar usersonarbanga userasmbjp usersbasu16"
10209,muslim dial number join bjp . happy amitji say modi truly secular strong bjp strong bharat
10210,"number year hashtag aap hashtag . number year hashtag bjp hashtag . hopefully , number would year hashtag congress hashtag ."
10211,happy new year number ! repeat
10212,happy new year number family userrajasthannsui userajaymaken useranitarathi userhasibaamin useritnsui userlokeshsharma usernsui userrahulgandhi
10213,matter urgent pubic importance smt . meenakshi lekhi date 3 rd date matte . repeat userbjp4india bjp
10214,matter urgent pubic importance shri ashwani kumar choubey date 3 rd date . repeat userbjp4india bjp
10215,amitabh ad film congress take potshot bjp government
10216,let u celebrate new year smile . repeat happy new year
10217,check baylor kicker
10218,date sambit patra commit open oscc center country date bjp scrap oscc centre
10219,get attention hashtag secular medium hashtag usertimesnow haryana bjp govt let outrage begin ! hashtag realistic anti terror drill hashtag via userrupeshsingh10
10220,hashtag niti aayog hashtag foster bharatiya approach development userabbjp
10221,saw number month bjp . nothing change . time see useraamaadmiparty adamant hashtag woman safety 2015 hashtag
10222,"found principle , objective structure need know hashtag niti aayog hashtag userabbjp"
10223,goldmine bad turn bjp form government ?
10224,india medium continue secular hangover muslim centric agressiveness bjp spokesperson continue dumb ever
10225,bjp membership reach number lakh west bengal .
10226,userpibindia hashtag niti aayog hashtag confident unapologetic number pillar effective hashtag governance hashtag userpoliticalbuzz userabbjp
10227,"regard islamic stereotyping terror , let confusion , policy bjp yogi , sadhvis , sakshis , modi leadership ! repeat"
10228,"nrs medical report assault new member narugopal haldar , pl . take action usersidharthnsingh"
10229,welcome formation niti aayog promising leadership honourable usernarendramodi ji . marching towards prosperous bharat !
10230,"motion election national board micro , small medium enterprise shri kalraj mishra date"
10231,bjp president amit bhai shah meet national maharashtra state leader mumbai today .
10232,economic time tns delhi opinion poll . bjp win election delhi give jolt aap
10233,bjp youth president mr . vikas sharma ji uservikasbjpyouth
10234,"global crude oil price come percent since bjp come power , still pay double ! hashtag petrol hashtag hashtag diesel hashtag"
10235,number crore spend print medium number crore spend av medium bjp govt last year hashtag u nd honest party hashtag userimkv
10236,bjp membership drive odisha userpathanasmakhan userjasumatipatel userupma23 useralkaagarwal9 useranilkohli54 userriturathaur
10237,vote development vote bjp
10238,arvind ji jansabha moti nagar . bjp purvanchal cell vice prez join aap number people . hashtag 5 saal kejriwal hashtag
10239,", usermeggers616 get dog today !"
10240,quaranic verse write hashtag sanskrit hashtag jama masjid hashtag bhu run pur hashtag . beautiful monument art
10241,tathasthu mt userchinmaykrvd et opinion poll bjp sweep delhi modi ashwamedh continue roll delhi crushing aap
10242,userbjp4keralam start membership campaign across state . userbjp4keralam usermuralibjp
10243,doubt useraninews bjp form govt clear majority delhi bjp president amit shah
10244,matter urgent public importance shri ajay misra date
10245,matter urgent public importance smt anju bala date
10246,accord news channel clash bjp nd aap ! hashtag bias hashtag hashtag bjp ke gun dey hashtag
10247,hashtag bjp ke gun dey hashtag attack ashutosh ji peacefully play musical chair near bjp office delhi .
10248,hell bjp carry laathees debate prog police spectator ? hashtag bjp ke gun dey hashtag
10249,"rt useronelyf surprise , common bjp election ? hashtag bjp ke gun dey hashtag"
10250,amaze see news useraajtak . guess sort message bjp hashtag payment hashtag userankitlal usernishantchat
10251,bjp general secretary sh . ram madhav ji iic . userrammadhavbjp
10252,"hashtag bjp ke gun dey hashtag attack assaulted aap volnteers , even hell accept . never support bjp"
10253,hashtag bjp ke gun dey hashtag frustrated delhi go hand bjp .
10254,hashtag bjp ke gun dey hashtag inspire bos amit shah . every bjp leader race show invaluable skill gundaism facewithtearsofjoy
10255,rt hashtag bjp ke gun dey hashtag userslbkr 1 nihal chand bjp bjp leader swaran salaria book rape
10256,bjp loose delhi . amit shah effect start hashtag bjp ke gun dey hashtag
10257,rt sansadbhawan vote bjp cry next number year hashtag bjp ke gun dey hashtag treat opp . repeat
10258,bjp lead rajasthan govt close number school still great expectation ! repeat
10259,usermruturn sickular newstraders india hashtag terror boat hashtag pakistan hashtag ban ndtv hashtag coast guard hashtag u nd honest party hashtag bjp
10260,userankitlal accord news channel clash bjp nd aap ! hashtag bias hashtag hashtag bjp ke gun dey hashtag
10261,hashtag delhi election hashtag bjp field celebrity mp campaign
10262,bjp number challenge bihar
10263,"obcs , low caste keep want convert . bjp think anti conversion law trump need equality ."
10264,"state even single praiseworthy work , bjp number welfare people past number month rule . jaago logon jaago usermaulinshah9"
10265,hashtag pak boat hashtag congress supply oxygen pak ? userabpnewstv debate wid usersambitswaraj bjp ajay km hashtag cong hashtag usernitingokhale usersaikatd
10266,bjp hashtag rt hashtag hashtag rss hashtag empower encyclopedia site dint hindu get hashtag equal right hashtag hindurevolution
10267,bjp number point program tackle aap ! bjp inspire smt . indira gandhi emergency policy ? congress shout copy cat bjp modi !
10268,surprise low iq middle class country . understanding politics dismal support bjp . god save !
10269,"hashtag secular hashtag indiapeasant censor rally lead aiks march maharashtra assembly , nagpur anti peasant policy bjp ."
10270,noida mla smt . vimla batham motivate people hashtag join bjp hashtag membership drive camp organise cell today .
10271,hashtag delhi election hashtag bjp field celebrity mp campaign
10272,reason bjp mad aamir khan via userdailymotionind
10273,"terror boat , would strong dispensation center must come clean . hashtag noise pollutant patra hashtag satisfy bjp bhakths , people india !"
10274,number dmk men follow napoleon join bjp
10275,bjp enrolls number lakh member
10276,thank million shri poonamben maadam userpoonambenmaadam useranandibenpatel userbkchudasama userbjpgujarat usernanditathhakur
10277,appear userincindia take word congress mukth bhrath seriously prepare coffin userm0dig
10278,userdrunkvinodmehta bjp take number uturns last 7 month . elect fulfill promise take uturns ? useriparthpatel
10279,"bjp bhoomi japat party ! number full form hashtag bjp hashtag , see photo ! hashtag land grabber bjp hashtag"
10280,india salt summit number
10281,tune wid mob mentality rt usershribal luk arrogance tmc spokie show middle finger national tv
10282,"bjp bhoomi japat party ! number full form hashtag bjp hashtag , see photo ! hashtag land grabber bjp hashtag hashtag brc bihar hashtag hashtag inc hashtag hashtag bp cc hashtag"
10283,brave warrior aap every protest againt bjp hashtag land grabber bjp hashtag
10284,"useribnlive pm usernarendramodi kickstart bjp poll campaign date , hold number rally"
10285,finally good governance bjp rule state .
10286,"bjp outsource ghar wapsi vhp , rss userasadowaisi"
10287,miss universe age number year !
10288,"happen bjp toll free maharashtra ? kharghar , navi mumbai , toll functional yesterday !"
10289,bjp form committee negotiate alliance hashtag pdp hashtag j k userashishsena uservtulaskar usergeetaskapoor userdrjwalag userggiittiikkaa
10290,"ask smart question bjp , startled sanghi reply would congress blah blah blah . repeat bitch please !"
10291,handy rajya sabha retirement schedule modi get major benefit number . hashtag rajya sabha hashtag bjp
10292,"interest userhttweets eye hashtag delhi hashtag election , bjp may go slow j k govt . repeat usershammybaweja"
10293,useraapadarsh bjp campaign delhi yet reason vote bank hashtag delhi fake voter hashtag
10294,join twitter . repeat express view . repeat vote bjp mp election . repeat vote aap delhi . repeat happy
10295,"bjp govt , recent step first discriminalizing suicide second percent cut health budget . hashtag land grabber bjp hashtag"
10296,rt . userarvindkejriwal delhi farmer angry bjp land acquisition bill share via mob app http
10297,"hinduism compare islam christianity religion dr sudhanshu trivedi , bjp hashtag outrageous owais hashtag"
10298,video go start communal explosion india . good ! hashtag ayodhya hashtag hashtag babri masjid hashtag hashtag ram hashtag bjp
10299,number lakh worker coal india world big coal company go strike bjp privatization . repeat sell profit making institution bjp ?
10300,delhi farmer angry bjp land acquisition bill share via mob app
10301,"hashtag brand hashtag west bengaltoday censor , bjp userrahulsinhabjp shed crocodile tear abandon nano plant singur ! ? repeat"
10302,"rt nishantberia hashtag delhi fake voter hashtag reason , bjp think win delhi hashtag delhi dialogue hashtag reason aap think win delhi . repeat"
10303,j k govt formation 1 4 th jan pdp mufti sayeed next cm bjp deputy cm number ministry . pdp number minister
10304,bjp manifesto delhi . hashtag delhi fake voter hashtag flagship programme . hashtag delhi fake voter hashtag
10305,head central govt ? usernarendramodi bjp usermanoharparrikar
10306,bjp ke phol khol
10307,"hardcore bjp supporter . repeat even know army police guard u terror outfit , politician ."
10308,"number bus full supporter modi rally , bjp pre condition assembly ticket ."
10309,usertw33tmeright userdrsvashishtha userndtv userroopaganguly1 hashtag sri jai ho hashtag ! repeat ho ! join bjp development ! userbjp4india
10310,"satish upadhyaya bjp copy paste aap poster auto ! copycat copy , act think healthy ! useraajtak"
10311,"bjp leader hv peculiar skill one among global community userchouhanshivraj , smt . raje team mp , gulf"
10312,best wish shri rao saheb danve patil appoint maharashtra bjp president . look forward welcome mumbai tomorrow .
10313,bjp deny ticket delhi ? sudden switch outdo even professional muslim appeaser startle .
10314,anything new say congress bjp relationship ? corrupts unite save !
10315,actress roopa ganguly join bjp
10316,"day journalists start ask question tough ask aap , day bjp nd congii leader start shit der pant ."
10317,"arvind kejriwal candid reply bjp radio lady , question accuse arvind leave give . repeat"
10318,bjpitcellmaha rt mukeshpal77 sootradhar bjpitcellmaha sagarikaghose sg shame . repeat v demand hashtag ban pk hashtag thru peacefully nd sti . repeat
10319,amit shah dismiss notion bjp soft towards naveen govt userbjpodisha userbjpunity userbuzzindelhi usertamilnadubjp
10320,bjpitcellmaha rt anandt2 bjpitcellmaha people like kavitakrishnan try hide evil design agressiveness islam na . repeat
10321,delhi mcd run bjp
10322,hashtag italian marine hashtag hashtag mar hashtag userun security councilresolution bjp userankitlal userkapsology usershuvankr userankiitkoomar usergeetamohan
10323,hashtag italian marine hashtag hashtag mar hashtag userun security council resolution userpaologentiloni usergiulioterzi userquirinalestampa useritaliannavy bjp
10324,arnab father col manoranjan goswami lose number ls election bjp ticket gauhati ! hashtag arnab bjp hashtag userrojimjohn
10325,bjp hashtag italian marine hashtag userun security council resolution usernewyorktimes11 hashtag mar hashtag hashtag un hashtag usersilvioberlusco2 useruseucom hl hashtag dat tu hashtag
10326,hashtag italian marine hashtag hashtag mar hashtag userun security council resolution hashtag mukulrohatgi hashtag userswamy39 usersushmaswaraj userhttweets usernytimes bjp
10327,today even sh usersanghaviharsh mla surat national g userbjym reach punjab satluj palace phillur
10328,today even sh usersanghaviharsh mla surat national general sect userbjym reach punjab satluj palace phillur
10329,whole world know kejriwal resign delhi govt fight number loksabha seat cut bjp vote . admit . hashtag cong kejriwal hashtag
10330,congress refute sheila dikshit comment support aap bjp . repeat
10331,hashtag italian marine hashtag hashtag mar hashtag userun security council resolution hashtag pin aki chandra hashtag hashtag kurian joseph hashtag hashtag kumar ikr hashtag userddnational usernato bjp
