Index,processed_text
387,"usersushmaswarajbjp ban rss , bjp terrorist , rajnathdares . repeat foremost admission dare govt . national party"
388,video press shri rajiv pratap rudyji shinde statement poll drive different news channel . repeat
389,facebook page
390,innocent guilty . . . . version history . yes ! guilty ! scar baby ?
391,"unofficial declaration namo lead bjp number , bjp start preparation right earnest . time waste ."
392,"great article ! , , learn ? bjp india enemy pakistan ? via userteamcri"
393,busy life good ghanta life . repeat
394,kargil coffin scam bjp rule hashtag india hashtag
395,help bjp supporter develop web like minded hindu jai hind
396,somebody ask aim get twitter say simple maximum follower lead bright future bjp .
397,"never love , , never think n different . repeat hashtag pst hashtag"
398,"marahstra , , andhra pradesh riot anti national activity common gujarat bjp rule state . modi pm must ."
399,hashtag bangalore hashtag bjp seek disqualification rebel mlas karnataka two bjp mlas submit memorandum asse . repeat
400,advani friendzoned bjp . hashtag forever alone hashtag
401,hey bhaggu . repeat god save world wink rt userpawandurani good night friend . repeated time small prayer direct message dm
402,probe company mayawati brother bjp bjp today demand thorough probe allege dubious finan . repeat
403,knw bjp sideline jaswanth singh . repeat experience help party . repeat go uma bhartiji
404,damn nigga kelsi
405,hashtag tourism go hashtag goa congress slam bjp pay sacked miner
406,hangover ? . repeat watch hangover . repeat happy
407,rt userheadlinesindia goa congress slam bjp pay sacked miner hashtag india hashtag hashtag news hashtag
408,rt usertweepleji hashtag funny hashtag hashtag satire hashtag hashtag lol hashtag bjp leader want salman khan party pm candidate
409,"bjp hindu nationalist party brand msm , congress neofeudal party . neofeudalism lord , salve , fiefdom core ideology"
410,"bjp mlas accuse try number divide goans co oppose mopa , ask whether matany , oppose mopa . repeat"
411,please join large number public meeting today date mapusa taxi stand number pm . repeat meeting . repeat
412,girl know name userdemcurlz miss stick figure
413,bjp high command responsible ktk action
414,today stats number new follower via
415,tv medium debate prime ministerial candidate bjp way election bjp already win .
416,"tussle , fight bjp congress worker report many part dibrugarh district hashtag panchayat election hashtag voting begin tomorrow ."
417,"credit hashtag int hindu hashtag hashtag kanchan gupta hashtag userkanhangupta userswapan55 userkamlesh2710 rt useryadavkarnika number , bjp go . happy"
418,yashwant sinha right bjp secular namo communal . reality communal .
419,goa congress slam bjp pay sacked miner
420,number number could good . sad happy .
421,"bjp win number seat , number municipality even election"
422,press statement issue bjp national spokesperson mp shri prakash javadekarji
423,"would like video game , soccer , food , music heartsuit"
424,late spads . repeat
425,cm number hr talk mathany decide join bjp . repeat understand party view issue like mopa . afterthought truth ? decide !
426,apple day . . . . . . . . . . . . . . . . . . . . . . . . . . . . . almost number rupee per month . ! repeat
427,bjp rootless leader self style bent upon damage party ?
428,bjp screw bad last number yr ? use case political thesis . bjp president belongs uttar pradesh .
429,"hashtag vishwaroopam hashtag episode put end bjp alliance tn bjp admk . alliance form , cakewalk congress number n tn"
430,"venkaiah naidu dearth leadership bjp . advani ji l k advani , sushma ji sushma swaraj , . repeat haveset record ."
431,vasundhara raje likely rajasthan bjp president userakhileshsharma1
432,sr bjp leader venkaih naidu even congress support bjp govt goa . could say without congress leader convey match fixing ?
433,cloud delhi sikh number year sad take dsgmc . foreshadowing bjp replace congress india ?
434,"jayalalitha like kamal , ? jaya tell good bjp later"
435,karnatska bjp entertainment . picture . number
436,userg5theflyguy nigga big head laugh loud hashtag fl hashtag
437,picture karnataka bjp minister attack tv channel office picture number
438,picture bjp minister somanna attack tv channel staff bangalore . pitcure number
439,"lokpal bill , clear cabinet , slam anna hazare , bjp"
440,karanataka bjp minister somanna goon attack tv channel . one staff bleed . picture number .
441,uttarakhand lokayukta win bjp accolade anna . goa brickbat ? cm taunt anna number raise expectation wot devdoot . repeat
442,congress mla keep away lokayukta debate number avoid walkout resurface bjp govt need prove govt
443,congress party need hit reset button big time . date idea one family obsession go wild . savior bjp !
444,"difference okay ap ka bjp want run development , god know congress want ap ! look handling issue !"
445,hashtag february wish hashtag bjp announce usernarendramodi hashtag pm candidate hashtag hashtag namo hashtag usernarendramodi
446,see resurgent bjp . clearer thinking . stop squabbling . bring fore honest leader . think country think progress .
447,"despite zero presence region , bjp support creation telengana despite hold darjeeling parl seat bjp mum gorkhaland ."
448,bjp mla war word show physical strength among
449,delay action response hashtag shinde hashtag position seriously hurt hashtag india hashtag fight terror . bjp remain mute spectator .
450,good night world . repeat stay . repeat tc hashtag ram ram hashtag
451,bjp boycott home minister shinde saffron terror remark
452,"photograph bjp core group meeting number , ashoka road , new delhi . hashtag yuva itv hashtag hashtag news hashtag hashtag india hashtag"
453,"oracle apps dba c2c omaha , ne send resume venkat . jaganathan usercomputechcorp . com"
454,tv9 news youth congress unique mock protest bjp govt bangalore via useryoutube
455,"agree point one , disagree point two rt bjp dump hindutva declare modi pm candidate"
456,hashtag social medium hashtag hashtag politics hashtag share view u . hashtag news hashtag hashtag india hashtag bjp
457,"hashtag double face hashtag n hashtag confuse hashtag party number strategy bjp stick politics , dump hindutava hindustan time"
458,bjp real reverence ram . like show door gadhkari mindless allegation despite pass gurumurthy agni pariksha
459,bjp completely boycott sushilkumar hashtag shinde hashtag protest hindu terror comment hashtag news hashtag hashtag india hashtag hashtag sack shinde hashtag
460,tv9 news bjp mla suresh hand resignation letter speaker bopaiah madikeri via useryoutube
461,"bjp rule almost number state , many corrupt politician trialed ? many strong lokaykta ? congbjpbhaibhai"
462,bjp decision boycott shinde unfortunate congress
463,"one bjp mla quits , join kjp one bjp lawmaker submit resignation assembly friday , hashtag rip bjp hashtag"
464,"good decision bjp boycott shinde public programme , communication"
465,rt userrojimjohn watch number chicago speech hashtag swami vivekanand hashtag . bjp stand today .
466,bjp pm wait ki wait railways ki wait ko bhi maat de rahi hai . repeat wah party difference . repeat
467,watch number chicago speech hashtag swami vivekanand hashtag . bjp stand today .
468,festival idea begin . rajdeep tweet prove sort proud goemkar cm vocal protagonist delhi bjp pres pm post
469,confident smt . vasundhara raje pull election rajasthan come back power .
470,azam say congress pay bjp huge amount promote modi
471,vasundhara raje lead bjp poll
472,"vajpayee govt sleep day pak gen musharraf inside loc , bjp friend problem union minister respond helpcal"
473,"unlike rahulg , modi bares chicken hearted leadership , scare sign yet resign cozy cm post serve number bjp campaign !"
474,today stats one new follower via
475,new business deal . usersardesairajdeep dinner man ought potential bjp president pm candidate .
476,jdu break relation bjp modi pm candidature bjp project shahnawaz hussain cm candidate bihar election .
477,call ? usersardesairajdeep dinner man ought potential bjp president pm candidate .
478,"hashtag modify pm hashtag kalraj mishra , ex bjp bos brahmin leader late join chorus hashtag modi pm hashtag"
479,jdu break alliance bjp modi name surely loose vote share bihar .
480,bjp hold protest price rise
481,"case bjp , anybody even remotely linkable relatable link get desired effect ."
482,reveal match fix mopa cavelossim goemkar public meet . especially vested interest angle real estate investment cong bjp
483,fact bjp
484,"dr subramanian swamy counter statement mr nitish kumar , issue bjp prime ministerial candidate ."
485,bjp spoke person usernvssprabhakar1 cbi enquire brother anil sharmila property nvss prabha . repeat
486,bjp spoke person usernvssprabhakar1 reveal massive investment ysrs son law anil kumar n sharmila property
487,"bjp seriously want decide next pm sadhu saint sunburn ? repeat wapps ! repeat mean , kumbh mela ."
488,bjp ministry face survival test karnataka
489,peeli chaddhis supporter indulge woogathering modi pm win mascot bjp congress . userdigvijaya28
490,bjp pressure modi pm candidate bjp appear come pressure bjp parivar ch . repeat
491,"sadhus nagas decide bjp pm candidate , ask jd leader shivanand tiwari"
492,bjp delay rp number goa bachao abhiyan goa bachao abhiyan gba condemn delay
493,"today birthday . thanks father , mother , brother , wife daughter constantly support . salutation guru usersushmaswarajbjp"
494,"go ! ! bjp usual make mistake , go back hindutav . aap"
495,thts hashtag bjp hashtag . repeat whr cultural value come 1 st . repeat
496,bjp govt . stay away mopa v dabolim conundrum debate absence make mauvin presence . repeat however match fixing
